P1,33.25000,6.96612
P2,42.50000,4.31774
F1,42.00000,9.03169
rF1,31.57143,7.25015
F2a,40.57143,10.08737
F2b,33.57143,6.76425
rF2a,44.00000,2.47656
rF2b,50.75000,7.29909
BC1a,44.00000,10.65207
BC1b,41.28571,8.60430
rBC1a,42.12500,8.37180
rBC1b,20.66667,2.33333
BC2a,45.85714,7.70414
BC2b,40.33333,10.26861
rBC2a,46.85714,10.37724
rBC2b,55.33333,11.56623
