P1,17.28571,5.290217
P2,32.37500,5.824632
F1,38.71429,7.183693
rF1,35.66667,3.835507
F2a,42.60000,8.840814
F2b,25.66667,6.349103
rF2a,45.83333,5.134307
rF2b,23.87500,5.546677
BC1a,48.16667,7.372999
BC1b,33.62500,4.083667
rBC1a,28.14286,6.246632
rBC1b,25.75000,6.554034
BC2a,27.20000,4.487761
BC2b,24.16667,1.833333
rBC2a,39.20000,8.499412
rBC2b,42.60000,5.537147
