P1,39.00000,4.48702
P2,37.88889,6.700351
F1,52.37500,4.75446
rF1,46.57143,5.20466
F2a,16.25000,2.04197
F2b,28.25000,3.84406
rF2a,32.00000,4.21731
rF2b,19.00000,3.05310
BC1a,35.42857,7.60594
BC1b,45.12500,2.77384
rBC1a,41.66667,5.30199
rBC1b,47.75000,8.17389
BC2a,12.57143,2.81879
BC2b,10.25000,1.44852
rBC2a,55.37500,5.44760
rBC2b,50.00000,5.23041
