P1,27.14286,7.265144
P2,9.28571,3.076132
F1,13.00000,1.825742
rF1,44.57143,9.795181
F2a,21.57143,4.433945
F2b,24.28571,5.441088
rF2a,25.71429,5.902841
rF2b,14.42857,4.253050
BC1a,14.00000,1.496026
BC1b,14.00000,3.323796
rBC1a,23.71429,6.405780
rBC1b,30.57143,9.431096
BC2a,45.00000,7.699722
BC2b,39.33333,8.093893
rBC2a,30.57143,6.376509
rBC2b,30.66667,9.149378
