P1,35.00000,7.42582
P2,47.16667,10.03919
F1,61.28571,9.87955
rF1,55.00000,11.87434
F2a,71.28571,14.29571
F2b,69.00000,14.28286
rF2a,68.14286,14.73808
rF2b,95.83333,14.42779
BC1a,44.85714,16.72100
BC1b,26.83333,9.26433
rBC1a,68.85714,6.69552
rBC1b,51.25000,21.14779
BC2a,81.50000,12.13466
BC2b,42.75000,20.06396
rBC2a,69.42857,8.70374
rBC2b,85.25000,21.53437
