P1,25.71429,9.13318
P2,27.14286,7.26514
F1,32.00000,8.96289
rF1,18.33333,3.47051
F2a,34.71429,9.52119
F2b,40.33333,8.87944
rF2a,40.57143,4.81000
rF2b,34.57143,6.73603
BC1a,35.85714,7.42399
BC1b,40.83333,9.97135
rBC1a,28.28571,8.23383
rBC1b,29.28571,7.18369
BC2a,36.85714,8.68065
BC2b,42.57143,9.73178
rBC2a,35.00000,9.17294
rBC2b,35.85714,10.17801
