"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"83","4.5768328567726","1.01997126060174","0","0.0253045281303322","0.960810562653539","-0.0244033808569698","-0.000867897947452542","1.00478985630911","0","-0.00537499499381829","0"
"84","4.57839051711737","0.996580299955905","0","0","0.998568949919442","0","0","1.01358013108316","-0.000279959995399328","0.00563631875838736","0"
"85","4.57524804186742","0.965043541070235","0","0.206440239410011","0.821799411294978","-0.223206061033006","0","1.06553522299475","0","0","0"
"86","4.58650203375374","0.977370374401703","0","0","1.00808435792186","0","0","1.07639121771403","-0.000544126190063718","0.000740632474675943","0"
"87","4.58084293073172","0.997146345337039","-0.00492633671622617","0","0.996556777346427","0","0","1.05335762948815","-0.00923295936868855","0","0"
"88","4.57838344448397","1.02117664995498","0","0","1.00698720174366","0","0","0.942368686656253","0","0","0"
"89","4.56921328392899","1.02366735906595","0.00456434727392186","0","0.988384549256835","0","-0.00744036690471729","1.01769648113016","0","0","0.00301746679318379"
"90","4.58702350485502","0.997107961829812","0","0","1.00020581542324","0","0","0.975686430661509","0","0","0"
"91","4.58773629187505","1.00573518835338","0","0","0.998975676738887","0","0","1.00955348468188","0","0","0"
"92","4.58236520118065","0.99390236592028","0","0","1.0121405686775","0","0","0.974819638546834","0","0","0"
"93","4.47770119351485","0.846662890913834","0.107960216600732","0.405635560584604","0.740349249106102","-0.272998746404185","0","1.05865326410892","0","0.119419112107542","-0.152255578868185"
"94","4.58529700387697","0.995506471897518","0","0","0.996475794127566","0","0","1.00881629714837","-0.000344739497936668","0.000284360405906519","0"
"95","4.57229931029243","0.980484659671849","0","0","1.01179400469519","0","0","0.956994016719027","0.00059891510058071","0","0"
"96","4.58261066002512","1.01161090969228","0","0","1.0007223402464","0","0","0.948816640327611","0","0","0"
"97","4.58323957075446","0.981047134915677","0","0","1.00793161911135","0","0","1.00881770344383","0","0","0"
"98","4.58105963396494","1.01736469261003","0","0.0293344767171876","0.962477570908115","-0.0303637354541347","0","1.00661116562374","0","0","0"
"99","4.59057635781201","1.00401699700641","-0.0409239802475677","0","1.0096080018927","0","0","0.977689322639913","0","0","0"
"100","4.58282286290355","1.00900512017997","0","0.0353103836480578","0.955531792311697","-0.0361904265057469","0","0.988644418395079","0","0","-0.0069341890609749"
"101","4.53460844496792","0.982126445357297","0.0520310588800067","0","1.00742974781541","0","0","1.03995511803162","0","0.0358443760788179","0"
"102","4.58325845001733","0.983525998138707","0","0","1.01814293870842","0","0","1.00682257120417","0","0","0"
"103","4.56309865907281","1.01416429947087","0.00510679534803287","0.0209209641707826","0.965124485191012","-0.0125433045974363","0.000644079649421704","1.00715725771473","-0.00276189790548524","0.0202029149046619","0.00829420265368277"
"104","4.59446307096206","1.0062043358482","0","0.0809356837271095","0.915717581193063","-0.0850930353755597","0","1.05819043654335","0","0","-0.00274065637160731"
"105","4.57836531131215","0.991096521998777","0","0","1.00484902304625","0","0","0.965430328939428","0","0","0"
"106","4.58717684552141","1.00674998280362","0","0","0.995598956082265","0","0","1.04176973520002","0","0","0"
"107","4.58238776151898","0.987580740043676","0","0.339966021919331","0.661476908656604","-0.321510886735633","0","0.999620102859615","-0.026181730129316","0","0"
"108","4.57833891066824","1.0123096070904","0.0108775238255566","0.146935906724542","0.847672864082467","-0.154078128515228","0","1.02609287089692","0.00607379172761802","-0.013451168912675","0"
"109","4.57784668510747","1.00867291190971","0","0","0.988709953773615","0","-0.000821595399088243","1.02539289478653","0","0","0"
"110","4.57392935769797","0.984112062289598","0","0","1.01305721978633","0","0","0.967352729349227","0","0.000774617067993691","0"
"111","4.58969294143782","1.00242790666564","-0.0021948127467371","0.138775975039267","0.86088060183509","-0.134211579854111","0","1.01124572614896","0","-0.00168143976598537","0"
"112","4.58238407902679","0.98912259555781","0","0.327554436322184","0.676215265857705","-0.348660829536126","0","1.03313510753477","0","0","0"
"113","4.58223214644793","1.02072550472757","0.00088136753040612","0","0.991423730811819","0","0","0.973009285259897","0.00809502741436541","0","0"
"114","4.58355459421187","1.01116692862028","0","0.280825139813718","0.717808313878598","-0.265062790772672","0","1.04386478651135","0","0","0"
"115","4.57718022446594","0.988322818299302","-0.00448031855042139","0.0281283575799747","0.982270420185811","-0.0271003704263528","0","0.970252979932618","0","-0.00387162895544644","0"
"116","4.56535387703888","0.998174822723352","0","0.103169005447862","0.903956673183753","-0.10479278777473","0.0320962126598364","1.02503544576","0","0","0"
"117","4.57204431580378","1.01459647193066","0","0","1.00287674369828","0","0","0.953926398668641","0","0","0.000801441168534209"
"118","4.5744622417188","0.996462374807281","0","0","0.983295905230077","0","0","1.08667386423659","-0.000282647664318417","0","0"
"119","4.57293306061509","0.971658326138548","0","0","1.0160655126988","0","-0.000430606001337139","1.02979574301498","0","0","0"
"120","4.57434688680918","0.99916775667655","0","0.327936037063985","0.67959528100748","-0.307013075413073","0","1.05560342279428","0","0","0"
"121","4.57499038998484","0.980100872339618","0","0","1.00420545239453","0","-0.00111730533001791","1.05214827758478","0","-0.00028940194109226","0"
"122","4.57123240146102","1.00048290812552","0","0","0.9865231963093","0","0","0.975153973358289","0","0","0.00809689502765823"
"123","4.58359569672257","0.978241742691719","0","0.0160987815235157","0.984788091280944","-0.0155876676581946","0","1.05163060384337","0","0","0"
"124","4.57863132237797","1.00975110261647","0","0","0.993859719853402","0","0","1.0491188416379","0","0","0"
"125","4.57758369616104","1.0032507713162","0","0","0.997928904157298","0","0","1.01880189676673","0","0","0"
"126","4.58129146063148","0.998939631824914","0","0","1.00385244009191","0","0","0.975345608316756","0.0011921775160621","-0.000762195785275834","0"
"127","4.58226708146275","1.02275371237534","0","0","1.00528199957693","0","0","0.897289957600469","0","0","0"
"128","4.57941878347611","1.01252952399186","0","0","0.986391112514647","0","0","0.962590045123122","0","0","0"
"129","4.57126488186745","1.00327844146162","0","0","0.988102549212169","0","0","1.0249925759274","0","0","0"
"130","4.58258300263868","0.971494922763952","0","0","1.01033649050525","0","0","1.05025627447755","-0.0154903009170389","0","0"
"131","4.58548632793906","0.981351403673426","0","0","1.00144526334438","0","0","0.998534512269406","0","0.000251194095820169","0"
"132","4.58053990029602","0.983566370767326","0","0","1.00353668448866","0","0","1.04743931534525","0","0.00367672447974235","0"
