Aa,0.906853727
Ad,0.036918879
Xa,0.720401232
Ya,0.071018081
Ca,0.045364486
Med,0.025336332
AaAa,0.619937944
AaAd,0.092239757
AdAd,0.064338415
XaAa,0.38836808
XaAd,0.105743642
YaAa,0.393826065
YaAd,0.036728984
YaXa,0.036918879
CaAd,0.032789978
CaXa,0.025336332
CaYa,0.792825827
