"","x"
"1",5.94342508365436
"2",11.5556564217303
"3",11.3219145925491
"4",7.28571594233409
"5",11.4857882916729
"6",11.5849056533185
"7",11.5255859296728
"8",7.73980476995963
"9",11.5916210658461
"10",11.5900875646795
"11",11.4736004636657
"12",11.4354883515633
"13",9.81104635717051
"14",11.5556564217303
"15",11.4427147986669
"16",11.5849056533185
"17",11.5625703949547
"18",8.28942026586308
"19",7.54917413790633
"20",8.44948050901733
"21",8.44948050901731
"22",9.82232245730714
"23",7.06206005396468
"24",9.01348175383019
"25",9.62672774525679
"26",8.37271354407847
"27",8.8243390183824
"28",6.64367741796561
"29",8.03392318695789
"30",8.28942026586308
"31",8.94700679391492
"32",9.82232245730715
"33",9.29645481987088
"34",15.0601016272902
"35",11.1171518856149
"36",15.3015140230328
"37",15.475221017143
"38",15.4534788730405
"39",11.593130865742
"40",14.7684964883911
"41",15.4752210171431
"42",15.3849514848039
"43",15.3407051515346
"44",13.734974747001
"45",15.3552837006184
"46",15.475221017143
"47",15.1028339716585
"48",10.2663612292113
"49",15.2161668366096
"50",15.2383904030948
"51",15.01962974198
"52",11.6491616578774
"53",15.2425542989371
"54",15.1722699838087
"55",13.0940959852194
"56",14.8960259041678
"57",10.7456358514029
"58",15.0601016272903
"59",13.7994448812589
"60",15.2383904030948
"61",15.2498252957817
"62",8.44948050901731
"63",11.0172748030761
"64",10.4342659514702
"65",8.67385309791924
"66",11.1289026226529
"67",10.905374787269
"68",10.5505695854268
"69",10.0743669204421
"70",10.6685966574568
"71",11.1171518856149
"72",8.67847574553864
"73",11.0172748030761
"74",11.1571237336185
"75",15.3899261518115
"76",15.2933058885262
"77",11.6179297179166
"78",15.4139387775098
"79",15.386998235957
"80",14.6934581125231
"81",15.1909959738045
"82",9.14870251998499
"83",15.3015140230328
"84",13.4228598812849
"85",15.3899261518115
"86",15.3954885688427
"87",15.4012113225618
"88",11.6169101299555
"89",15.4942636399745
"90",15.4752210171431
"91",15.3966148655105
"92",15.3397207449597
"93",13.7214137409212
"94",15.4752210171431
"95",15.3698471906584
"96",15.4864054351486
"97",11.5585759139926
"98",15.3537704506219
"99",15.2978737715215
"100",15.3471441225236
"101",15.2978737715215
"102",13.6815727812741
"103",15.4534788730405
"104",15.3051063488911
"105",15.4012113225618
"106",13.3394277075164
"107",11.6666305745187
"108",11.6621797970248
"109",10.5428050380068
"110",11.3843711175898
"111",10.6156254830672
"112",11.5931308657421
"113",10.6156254830672
"114",11.6169101299555
"115",11.6427942712479
"116",15.4912369496385
"117",15.3654762289409
"118",15.2140550874823
"119",13.5109840973905
"120",14.7684964883911
"121",15.3288760001783
"122",15.4942636399745
"123",15.4881345084374
"124",15.3988138404911
"125",15.2978737715215
"126",13.7385897637654
"127",15.4752210171431
"128",15.3651211666375
"129",15.4752210171431
"130",15.2321729006791
"131",15.2625606247591
"132",12.5166265214794
"133",15.3849514848039
"134",15.3711652942242
"135",15.3966148655105
"136",15.3408197380591
"137",13.5699446213395
"138",15.3407051515346
"139",15.2150432358935
"140",15.3397207449597
"141",13.9045599139481
"142",13.734974747001
"143",10.6156254830672
"144",13.7214137409212
"145",13.6694122908321
"146",15.3552837006184
"147",15.4752210171431
"148",15.1028339716585
"149",15.3698471906584
"150",15.3248025424344
"151",15.4864054351486
"152",11.6726108938522
"153",12.4437418113137
"154",12.4437418113137
"155",13.2974429925381
"156",12.2926157300087
"157",13.0349323161715
"158",7.89976410004973
"159",13.2974429925381
"160",12.7725689653934
"161",11.8817264713999
"162",12.277597518196
"163",12.8798945606662
"164",13.2974429925381
"165",13.4017028628226
"166",12.7797683809953
"167",12.7797683809952
"168",12.6269393281651
"169",9.88267975756614
"170",11.8900654481432
"171",12.7626492344473
"172",11.4090479478498
"173",11.3834404066572
"174",9.16252579985493
"175",12.7730272685241
"176",11.6726108938522
"177",12.4227469574872
"178",12.6269393281651
"179",12.3806370996913
"180",13.4263223962458
"181",10.3480256872443
"182",12.7769664659704
"183",13.6324983642
"184",11.9993277026827
"185",13.6216881805391
"186",9.70275155450664
"187",13.2473552138676
"188",12.4437418113137
"189",13.557240698974
"190",13.4263223962458
"191",12.9897356533667
"192",13.4263223962458
"193",10.3480256872443
"194",12.7769664659704
"195",13.6324983642
"196",11.9993277026827
"197",13.6216881805391
"198",9.70275155450664
"199",13.2473552138676
"200",12.4437418113137
"201",13.557240698974
"202",13.4263223962458
"203",12.9897356533667
"204",12.175402410412
"205",14.2433393072277
"206",14.6466406028428
"207",13.2974429925381
"208",13.8955004711949
"209",11.8476357623535
"210",13.0254129218296
"211",13.2974429925381
"212",13.955239997279
"213",14.5330142496909
"214",12.046217896249
"215",11.9482430939113
"216",11.8547908416154
"217",11.0797797541141
"218",11.8547908416153
"219",10.439624857918
"220",12.2926157300088
"221",10.9703138822525
"222",12.175402410412
"223",3.67380027395116
"224",14.0932113045312
"225",13.2191341855863
"226",12.5669200518459
"227",11.5598644372081
"228",12.7880858903539
"229",13.0349323161715
"230",12.7880858903539
"231",14.2433393072277
"232",13.9120746252382
"233",13.5894717610306
"234",13.988444156462
"235",11.5649114538898
"236",13.2591025180496
"237",7.89976410004973
"238",14.1100108342753
"239",14.6466406028428
"240",14.5344014928054
"241",12.5139255398439
"242",11.8547908416153
"243",11.8806346867256
"244",13.2974429925381
"245",12.5000254237909
"246",13.2974429925381
"247",13.3793238760122
"248",10.5706191771339
"249",13.2570793613573
"250",12.7725689653934
"251",14.054310379358
"252",13.8955004711949
"253",13.5659992867454
"254",9.82398757891755
"255",11.8817264713998
"256",10.4550009297182
"257",11.8476357623535
"258",8.89204117378626
"259",12.277597518196
"260",12.7880858903539
"261",13.0254129218296
"262",12.7953004884203
"263",12.8798945606662
"264",13.2974429925381
"265",13.4017028628226
"266",13.955239997279
"267",13.5619338928652
"268",14.5330142496909
"269",14.9275694877612
"270",20.2680358167607
"271",20.2955828801618
"272",20.2500032557676
"273",16.8299428376443
"274",19.4753857510769
"275",20.2955828801618
"276",17.8420184018351
"277",20.1341197429424
"278",15.7151951961663
"279",18.7100786602202
"280",20.2955828801618
"281",19.9366394980351
"282",12.4437418113137
"283",16.1134656174244
"284",15.0174183041558
"285",13.7841589873338
"286",12.4238207281688
"287",16.1134656174244
"288",15.4544468111894
"289",14.6033532906836
"290",15.3797162878618
"291",12.9836929600831
"292",16.1134656174244
"293",16.3543998400491
"294",20.5235877789622
"295",20.5233902481386
"296",16.8109778199272
"297",19.8432876073402
"298",20.5235877789622
"299",19.8150232296137
"300",20.4280859054612
"301",14.1037077793982
"302",18.3542291068826
"303",20.5235877789622
"304",20.0424909800945
"305",20.5349494649518
"306",16.792834608296
"307",18.8339427900801
"308",20.6191387237349
"309",20.5349494649518
"310",18.9562616878664
"311",20.5925905692792
"312",20.1816030288201
"313",16.7966632225496
"314",18.5295607466554
"315",20.5349494649518
"316",20.5730537624548
"317",20.5349494649518
"318",18.6769264243532
"319",20.51725506634
"320",20.5349494649518
"321",18.5295607466554
"322",16.018219890577
"323",16.792834608296
"324",15.779818906594
"325",16.5818360261469
"326",15.8504945782792
"327",15.8504945782792
"328",16.792834608296
"329",16.3990787386363
"330",18.8339427900801
"331",19.7738425106163
"332",19.9438662893034
"333",17.4494068040936
"334",19.6696514245074
"335",18.8339427900801
"336",18.5295607466554
"337",20.6191387237349
"338",20.5349494649518
"339",18.9562616878665
"340",20.5925905692793
"341",20.1816030288201
"342",20.444033275038
"343",17.7518628565083
"344",20.5929293054267
"345",20.6191387237349
"346",20.2628736793174
"347",18.424014013397
"348",20.3729666906368
"349",20.5349494649518
"350",18.9409536248806
"351",15.8504945782792
"352",18.9562616878664
"353",18.8398196499307
"354",20.5925905692792
"355",20.2828436961612
"356",20.1816030288201
"357",12.7797683809953
"358",15.2327203412846
"359",13.3977350437146
"360",13.7582430141259
"361",15.5043170198439
"362",14.474724125591
"363",15.4989490986043
"364",12.9345670210061
"365",15.4821336639124
"366",14.9275694877612
"367",12.9240286520026
"368",15.2327203412846
"369",15.0772767337978
"370",20.4492602115802
"371",20.1890845255008
"372",16.8498874340226
"373",20.4488505043131
"374",20.3600205638607
"375",18.3182660295738
"376",20.058268672081
"377",14.2900891339851
"378",20.2680358167607
"379",18.3182660295738
"380",20.4492602115802
"381",20.4541741086994
"382",20.1615044976544
"383",16.833312848192
"384",20.4739336980491
"385",20.2955828801618
"386",18.2506328700738
"387",20.1074409026773
"388",15.7845148828779
"389",20.2955828801618
"390",18.939859970018
"391",20.4764485389604
"392",16.7961428506243
"393",20.2106566403111
"394",20.1115400564178
"395",17.1700960269252
"396",20.1115400564178
"397",14.8150804492751
"398",20.2500032557676
"399",18.0700029246183
"400",20.1615044976544
"401",18.0756838725545
"402",16.8784518437929
"403",16.8861770314545
"404",14.0923371198293
"405",16.6218259638345
"406",15.0547185582149
"407",16.8299428376442
"408",15.0547185582149
"409",16.833312848192
"410",16.8397475068817
"411",20.407134328018
"412",18.3257837380876
"413",20.0654420702431
"414",15.9651024507888
"415",19.4753857510769
"416",19.0372170324574
"417",20.4739336980491
"418",20.4696298949604
"419",17.6934638475616
"420",20.1115400564178
"421",15.4339931212047
"422",20.2955828801618
"423",18.5353105780973
"424",20.2955828801618
"425",20.171272874523
"426",17.0323037076304
"427",15.9349820316523
"428",17.8420184018351
"429",18.3182660295738
"430",18.2506328700738
"431",18.2367590186149
"432",14.4954601193993
"433",20.1341197429424
"434",17.9118080174871
"435",20.1074409026773
"436",18.8188110880975
"437",15.7151951961663
"438",15.0547185582149
"439",15.7845148828779
"440",15.8348337111487
"441",18.7100786602202
"442",20.2955828801618
"443",19.9366394980351
"444",18.939859970018
"445",18.9276891577596
"446",20.4764485389604
"447",13.4263223962458
"448",10.3480256872443
"449",12.7769664659704
"450",13.6324983642
"451",11.9993277026827
"452",13.6216881805391
"453",9.70275155450663
"454",13.2473552138676
"455",12.4437418113137
"456",13.557240698974
"457",13.4263223962458
"458",12.9897356533667
"459",15.6379741855389
"460",13.8390983613715
"461",16.2336834091981
"462",16.1134656174244
"463",15.5851928552873
