"","Aa","Ad","Ca","Mea","Med","AaAa","AaAd","AdAd","CaAa","CaAd"
"182","0","0","0","1.86498918561337e-15","0","0","8.42082034976886e-15","0","0","2.4935289199403e-15"
"183","0","0","3.77230076921915e-15","0","0","0","0","0","3.64213988504135e-15","5.34622249781524e-15"
"184","0","0","0","3.03376647084544e-15","0","0","0","4.3302566228032e-15","0","4.5421717346842e-15"
"185","0","0","0","0.345990428803152","0.345990428803152","1.22403602467226e-14","0","0","0","0"
"186","0","0","0","0.526087453322016","0.526087453322016","0","0","2.20285770313207e-15","0","0"
"187","3.63133038009748e-15","0","0","3.02811947371551e-15","0","2.3406596869281e-15","0","0","0","0"
"188","0","0","0","0","0","0","0","5.23299509295815e-15","3.72463284246484e-15","2.68841133967524e-15"
"189","0","0","0","0","0","0","0","0","1.01161537894167e-16","2.01409427661362e-16"
"190","1.34731374286107e-15","0","0","0","0","0","0","1.25707375330331e-14","0","0"
"191","4.9269659297398e-15","0","3.33621023004858e-15","0","0","5.59347125242984e-15","0","0","0","0"
"192","6.98708885441189e-15","0","0","0","1.00087671547043e-14","0","0","1.37286106224804e-14","0","0"
"193","0","4.11860245743734e-15","5.30086275142836e-15","6.23831731856571e-15","0","0","0","0","0","0"
"194","0","6.38030714967754","0","0","0","2.55212285987101","0","2.55212285987103","0","0"
"195","0","3.06843423707528e-15","0","1.69128627628907e-15","0","0","9.09571935470254e-15","0","0","0"
"196","0","1.01202515494873e-14","0","0","0","0","7.78248732233495e-15","8.845039791518e-15","0","0"
"197","0.163213828700424","0.163213828700424","0","0","0","0","0","0","0.163213828700424","0"
"198","0","0","0","9.05317914865631e-16","0","2.71441000737962e-15","0","2.65143249204687e-15","0","0"
"199","1.50151300430283e-14","0","0","1.39489173213361e-14","0","0","0","0","0","1.39472831210694e-14"
"200","5.10490038967138e-15","0","3.26491646703489e-15","0","0","0","0","0","5.14236157890838e-15","0"
"201","0","0","1.18654330496987","1.18654330496987","0","0","0","0","2.1058242925902e-15","0"
"202","0","0","0","0","0","2.48713447258432e-14","4.0655766893116e-14","0","2.05573070298878e-14","0"
"203","5.36006161456127e-15","0","0","0","0","8.38489254782349e-15","0","0","4.89434887139596e-15","0"
"204","0","0","0","2.03515439486487e-15","0","0","0","4.24944089969045e-15","0","4.09512892723509e-15"
"205","0","0","1.27353359535165e-16","0","0","0","0","0","6.32974307856041e-16","0"
"206","0","0","4.3414698484438e-15","0","0","0","0","8.4231451908983e-15","0","8.90134756418576e-15"
"207","0.41548353411461","0.415483534114608","0","0","0","0","4.04473564900944e-14","0","0","0"
"208","0","0","0","0","2.0336925846931e-15","1.87804956937077e-15","4.98922878102233e-15","0","0","0"
"209","1.89532631078071","7.5813052431228","0","0","0","0","0","0","0","1.8953263107807"
"210","0","0","1.55967802849423","1.55967802849425","0","0","1.56909011727814e-14","0","0","0"
"211","0","1.38108521035207","0","0","0","0","0","0","1.38108521035207","1.38108521035208"
"212","0","0","0","1.26741924911526","1.26741924911527","0","0","0","4.27464201591534e-15","0"
"213","0","0","0","0","1.33601235567197e-15","1.63641426121952e-15","3.94239580885443e-15","0","0","0"
"214","0","0.678867205865891","0","0","0","0","0","0","0.678867205865883","0.678867205865883"
"215","0","0","0","2.11985230833936e-15","0","2.28958408292553e-15","0","0","0","0"
"216","0","0","6.67652801050612e-16","0","0","1.67906511621218e-15","4.92615241933118e-15","0","0","0"
"217","0","0","0","2.87694186126256","2.87694186126256","8.9999300539719e-15","0","0","0","0"
"218","4.0751309973065e-15","0","0","0","0","0","0","0","6.7226141035791e-16","1.94692226654041e-16"
"219","0","0","1.21002572439616","0","1.21002572439617","0","0","0","1.25911523886612e-14","0"
"220","0","0","0","0","0","0","3.21821584370412e-14","1.15310507153993e-14","0","8.76739864393759e-15"
"221","0","0","0","1.40649177186856e-15","0","2.85279452290179e-15","8.64633922203389e-15","0","0","0"
"222","0","0","0","0","1.33601235567197e-15","1.63641426121952e-15","3.94239580885443e-15","0","0","0"
"223","0","4.02838243861285","0","1.69346522751862","0","0","0","0","0.899867564736484","0"
"224","0","1.05105650220569e-14","0","0","1.05258938300695e-14","0","2.49565806992451e-14","0","0","0"
"225","1.46145124524795e-15","0","0","0","0","6.17874158821252e-15","0","0","3.70392042588126e-15","0"
"226","0.298891156030717","0","0.298891156030712","0","0","0","0","0","0","0.298891156030712"
"227","0","0","2.92326555819949e-17","0","0","0","0","7.30244799810398e-15","0","0"
"228","0","0","0","0","3.63911428061713e-15","5.4562373605024e-15","0","0","0","2.12308906733338e-15"
"229","0","2.253854982088","0","0","2.253854982088","0","0","0","0","2.253854982088"
"230","0","0","0","1.90677547487066","0","3.8135509497413","0","0","0","1.90677547487066"
"231","4.88112815431956e-15","0","0","3.61789053266167e-15","0","0","0","4.34403165600224e-15","0","0"
"232","0","0","0","0","8.73391412795605e-16","8.17794568307578e-16","0","0","0","6.19441085321105e-16"
"233","0","0","0","0","0","3.11937806000296e-15","0","0","3.34359504319666e-15","1.13548280902664e-15"
"234","0","9.39567791990481e-15","0","0","0","0","6.99333274176732e-15","9.42177593651259e-15","0","0"
"235","5.25969547890767e-15","0","0","3.34595303363574e-15","0","0","1.47419115131828e-14","0","0","0"
"236","3.77979124959847e-15","5.27549563593236e-15","0","0","0.364014887726314","0","0","0","0","0"
"237","0","0","0","7.20417047397227e-15","0","0","2.11310926018181e-14","0","5.40444862982503e-15","0"
"238","6.99400498310175e-15","0","0","0","0","1.82253076420919e-14","0","0","1.07606244633401e-14","0"
"239","0","0.982043698587799","0","0","0","0","0","2.4242192542769e-14","0","0.982043698587796"
"240","0.18138758424424","0","0","0","0","0","1.49053877247671e-14","0","0.18138758424424","0"
"241","0","5.40779108791185e-14","0","6.37706753791682e-15","0","0","0","4.90556347405108e-14","0","0"
"242","1.90812455689431e-15","0","0","0","0","2.01901487556531e-15","0","0","3.8712449763536e-15","0"
"243","0","0","0","0","2.26154279791681e-15","0","0","1.36646949552678e-15","0","0"
"244","0","0","0.851427814109126","0","0","0","0","0","0.851427814109126","0.851427814109126"
"245","0","2.47146174481471e-14","0","0.684862916705064","0","2.27459645259107e-14","0","0","0","0"
"246","3.09217776393768e-15","3.82803472701581e-15","0","0","0","0","1.2259515918512e-14","0","0","0"
"247","0","0","2.54234358376171e-15","0","0","0","7.53420615239703e-15","0","0","3.48333588132361e-15"
"248","0","0","0","0","1.6251930072389e-14","0","0","0","1.64122115389153e-14","0"
"249","0","0","0","0","0","0","0","0","0","0"
"250","5.09829405876333e-15","0","0.226691252550803","0","0","6.96836660957052e-15","0","0","0","0"
"251","0","0","3.27172599447919","3.2717259944792","0","0","0","0","1.00931610489938e-14","0"
"252","4.8911370309148e-15","0","0","3.15862492939091e-15","0","0","1.65840200157009e-14","0","0","0"
"253","4.40311299060054e-15","5.36726272496433e-15","2.24201137689232e-15","0","0","0","0","0","0","0"
"254","0","0","0","0","0","0","1.39206407778269e-14","1.30250710880637e-14","0","2.17626243917914e-15"
"255","0","0","3.76672415872961e-15","0","7.9987823923298e-16","0","2.13043645392563e-14","0","0","0"
"256","0","8.35760821635081e-15","0","0","7.17410667768632e-15","0","1.70312138736052e-14","0","0","0"
"257","0","2.92360534800025e-15","3.33964538863719","3.33964538863719","0","0","0","0","0","0"
"258","0","9.23594218804893e-15","0","0","0","0","0","7.76119472414481e-15","0","9.86710169799757e-15"
"259","0","0","0","0","1.18046958270414e-14","0","1.10287929089117e-14","1.28789229856204e-14","0","0"
"260","0","0","0","0","0","7.16268780093211e-15","1.22709522273953e-14","0","5.63181542940913e-15","0"
"261","0.993460394828812","0","0.993460394828812","0","0","0","0","0","0","0.993460394828812"
"262","0","1.55776679030181e-14","1.58651231685776e-15","0","0","0","0","1.43996168860161e-14","0","0"
"263","0","0.648195830224639","0.648195830224639","0","0","0","0","0","0.648195830224639","0"
"264","0","0","0","0","2.49730419315171","8.35112335340998e-15","1.67280872663124e-14","0","0","0"
"265","2.21437131663146e-15","5.08239400709462e-15","0","0","0","0","0","0","0","2.30907909000069e-15"
"266","0","0","0","0","6.34346235122897e-15","5.11746346792286e-15","1.35453644018669e-14","0","0","0"
"267","0","0","0.903533194618241","0.903533194618244","0","0","4.72943715786637e-15","0","0","0"
