"","x"
"1",14.6609900773128
"2",27.3281621463894
"3",27.3814191016112
"4",26.2810717100918
"5",22.1437021665594
"6",27.8109319133571
"7",27.8452873081356
"8",24.2271113804998
"9",27.3051115184034
"10",27.9335952161633
"11",27.5885210438472
"12",27.197443472094
"13",27.7325901610477
"14",27.9141501872451
"15",15.9694360541335
"16",17.8518007403089
"17",18.4745033923349
"18",18.1251297587763
"19",18.0291782551326
"20",18.1523154673189
"21",18.4213937199521
"22",15.8396957885133
"23",18.4847788863063
"24",17.1247802589582
"25",15.3858049196718
"26",18.5376891530507
"27",18.4249388310399
"28",30.638952491135
"29",29.4569055144749
"30",24.9150012173807
"31",31.0430846712463
"32",31.0736072868236
"33",27.2220953458186
"34",31.2179263987108
"35",30.4415816225252
"36",30.8607105208146
"37",31.0430846712463
"38",31.0133286089512
"39",31.218184568349
"40",30.0798633623729
"41",25.0204263467679
"42",31.1570001671971
"43",31.1908648668049
"44",27.2960478698971
"45",30.6115802338749
"46",31.2810453123587
"47",25.636602822127
"48",30.5096272690028
"49",31.1479497003792
"50",31.2594247956775
"51",25.5784009019767
"52",30.04043840668
"53",30.0795254118443
"54",27.52842087649
"55",29.4240322226243
"56",30.1759458107881
"57",29.3577385980241
"58",29.3144877213772
"59",27.8463655262609
"60",30.1518724180663
"61",25.801226425931
"62",25.8670036920996
"63",24.6496576604527
"64",24.8684067771498
"65",26.021947860143
"66",26.0296121250238
"67",24.6629253635912
"68",22.2482100555109
"69",25.9920996338559
"70",31.7018216192908
"71",27.942174779433
"72",30.75716004051
"73",31.7078690571878
"74",31.3564341694453
"75",31.0430846712463
"76",31.5102630340556
"77",31.6033207216736
"78",27.9867484618665
"79",31.2266583256426
"80",31.1893889315108
"81",31.3950135460448
"82",30.2858979075008
"83",31.5448666946092
"84",31.7606343822954
"85",27.18332478476
"86",28.1170428883171
"87",27.6174532448224
"88",27.0342180820776
"89",28.1481736881208
"90",28.091163892958
"91",30.9881397833106
"92",30.8390566621611
"93",30.8949808602177
"94",30.9883959031857
"95",31.232734740917
"96",31.4893016964673
"97",30.6330729314104
"98",31.6331891310795
"99",31.6403086563213
"100",30.7151661431496
"101",31.1751938023199
"102",31.4705732455315
"103",30.8832461697226
"104",31.1096816211999
"105",31.6128429534984
"106",20.2380659445139
"107",21.0585313547745
"108",20.6000127413355
"109",20.20975602755
"110",20.3296325821525
"111",20.9903520348493
"112",21.0130159472228
"113",16.7144700324346
"114",19.2626583418198
"115",20.20975602755
"116",21.140691261757
"117",21.0145050692306
"118",23.0504939215562
"119",22.9612722011645
"120",22.4722866337981
"121",22.6111102656837
"122",22.1662507408597
"123",20.1018977471635
"124",22.977869368381
"125",22.1662507408597
"126",19.5642090231227
"127",23.0453911077926
"128",22.916850112465
"129",22.2354646928786
"130",23.1418121661344
"131",23.2669041252486
"132",23.5426924064688
"133",20.9293077371963
"134",23.6074690534217
"135",22.3500947485795
"136",20.4575984336881
"137",23.6644391813007
"138",23.5479669190742
"139",22.7723217146432
"140",22.9049464700758
"141",23.1862395680609
"142",20.4631711692259
"143",23.2526989452792
"144",22.3454195655875
"145",19.9718307892632
"146",21.9536480163936
"147",23.1907001376812
"148",23.1174426811183
"149",23.0886139354979
"150",18.6794848327818
"151",23.1393540475077
"152",21.6878725929879
"153",20.20975602755
"154",23.2104566921
"155",22.7492483909142
"156",23.2156005762193
"157",21.04252884203
"158",20.8795032632
"159",21.8442377964325
"160",15.7867440845369
"161",23.3347005945207
"162",23.3448035105723
"163",20.8581955569284
"164",23.5524901080733
"165",22.1662507408597
"166",20.3915625343097
"167",23.6395952154659
"168",23.491688290775
"169",19.8640754703413
"170",19.1175033454851
"171",19.4350165647943
"172",21.0113584328405
"173",21.0706995196238
"174",22.2421185265155
"175",17.989747773661
"176",23.6708363753523
"177",22.8814680403985
"178",18.4954725669432
"179",22.3596207002852
"180",22.178635182612
"181",20.5486755458513
"182",20.5532329653753
"183",23.6112077920841
"184",34.5552003824488
"185",28.9648477524175
"186",35.656615703016
"187",35.6760292204975
"188",31.5128084458478
"189",35.8339597925867
"190",35.004662354062
"191",29.6691517011722
"192",35.656615703016
"193",35.7032786547048
"194",35.8375939374926
"195",29.5983882097237
"196",34.4487302180873
"197",34.4616345922323
"198",31.7693688405321
"199",34.645136467965
"200",33.695969871347
"201",33.7746063791543
"202",34.4487302180873
"203",32.1241240005545
"204",34.6518596015311
"205",29.7441393680274
"206",29.8035478286906
"207",28.5389969392127
"208",30.0779839273764
"209",28.5416931336942
"210",30.104927546924
"211",29.7441393680274
"212",25.7487698834526
"213",30.0774370251429
"214",34.7064170151041
"215",32.1443919021887
"216",35.8851957381088
"217",35.3403723549196
"218",35.8697925958732
"219",36.0351288125798
"220",36.2794313718034
"221",32.1862621943763
"222",36.2399798118908
"223",35.6363427337933
"224",35.9136350986931
"225",34.7064170151041
"226",36.060126830999
"227",36.2513801394946
"228",32.3992856545941
"229",31.2165171101542
"230",31.8688328838245
"231",32.1443919021887
"232",32.4520255084122
"233",32.3989333285884
"234",34.8765039398845
"235",36.0599125696909
"236",35.8851957381088
"237",36.210811655036
"238",36.4408834730753
"239",35.2512142098922
"240",35.3403723549196
"241",35.4115469462318
"242",35.5025196338284
"243",35.8697925958732
"244",35.7328588172969
"245",36.0570265670603
"246",36.0351288125798
"247",36.2794313718034
"248",36.2128053691156
"249",27.5399998555076
"250",35.1486461177808
"251",35.1870692720085
"252",32.2916847840556
"253",34.5208666990368
"254",35.2837843311782
"255",30.0512523975327
"256",34.4145326237851
"257",32.94741355658
"258",35.2589552088339
"259",29.9675690855141
"260",30.0358899408797
"261",28.6567606714204
"262",28.9066790043895
"263",30.2018036260437
"264",28.2636174455669
"265",28.7002363307018
"266",24.6342994910606
"267",30.1667831726275
"268",36.3557330107295
"269",32.309596241637
"270",35.3522741272608
"271",36.3611910783766
"272",30.5857516365823
"273",35.6566157030159
"274",36.2320414938234
"275",36.2499984998179
"276",32.3544691285601
"277",35.8411069241418
"278",35.8146821024657
"279",30.6584311712854
"280",34.8532895299352
"281",36.2661573843429
"282",36.4137797074227
"283",31.4657259263195
"284",32.4914068897601
"285",22.1662507408597
"286",31.3213193623905
"287",32.4902509651912
"288",32.4617148625692
"289",35.5861520326983
"290",29.623925463723
"291",35.4973104931064
"292",35.6744546722427
"293",35.8488473521744
"294",30.8224753676382
"295",35.2250457579661
"296",36.3562766989756
"297",36.2781418259704
"298",29.3926588670397
"299",30.2504557905346
"300",30.792672111405
"301",35.5744315109085
"302",35.7293034086989
"303",36.3339650779922
"304",30.5225899932818
"305",30.5947061672453
"306",29.3162990052627
"307",29.5537536412819
"308",30.7648514221453
"309",29.6707511235176
"310",29.3149677726266
"311",25.7407534382928
"312",30.7359138715432
"313",35.2359776427592
"314",32.5441727865758
"315",34.1030101090884
"316",35.2391377418062
"317",34.4033509345442
"318",34.4487302180873
"319",32.8711983178605
"320",35.1143811464522
"321",32.5913900158708
"322",34.6513064501167
"323",34.6270717553634
"324",34.4507011487859
"325",33.5248008948168
"326",32.9215324815766
"327",35.2995324186308
"328",31.7245136665864
"329",32.723962677144
"330",31.8977602345547
"331",31.577339021117
"332",29.7777877052266
"333",32.69529704458
"334",34.3595133324322
"335",33.7420106842632
"336",34.267350828962
"337",32.0797100726416
"338",34.6613410483454
"339",34.5591695166032
"340",33.9554772228116
"341",33.040821736451
"342",35.1363192088697
"343",33.603539490554
"344",31.9421160717427
"345",34.5354006051033
"346",31.9417551469856
"347",34.5309434651812
"348",33.0115988739903
"349",30.9725710918536
"350",29.5787113037916
"351",29.182209304818
"352",30.9795995496592
"353",30.9979348899931
"354",29.7441393680274
"355",27.0622539138629
"356",30.7962373826512
"357",29.6493692155319
"358",30.0927013133794
"359",30.01161023555
"360",31.0627503941914
"361",28.2177678001963
"362",27.1691557768482
"363",31.0826649262998
"364",28.4815347155063
"365",29.8306581733572
"366",29.8865355991827
"367",28.2502394079108
"368",25.5799363694445
"369",29.7967884816635
"370",29.6297909418732
"371",30.0568427012324
"372",29.45598142442
"373",25.6878862065555
"374",30.1042071952501
"375",31.2170315778371
"376",28.9257374307937
"377",27.4148916502795
"378",30.8618649043901
"379",29.8561509836188
"380",23.4310690151495
"381",31.1865096218639
"382",25.3059921518007
"383",29.8717460775149
"384",27.3794325050147
"385",33.1233386726889
"386",35.275894984345
"387",36.3749818884703
"388",36.5550778619838
"389",34.7064170151041
